Locality,Interior_SqFt,Distance_To_Main_Road,Num_Bedrooms,Num_Bathrooms,Total_Rooms,Sale_Condition,Parking_Facility,Building_Type,Utilities_Available,Street_Type,Zoning_Type,Quality_Score_Rooms,Quality_Score_Bathroom,Quality_Score_Bedroom,Quality_Score_Overall,Registration_Fee,Commission,Sale_Price,Sale_Year,Build_Year,Building_Age
Chrompet,1121,44,1,1,3,AdjLand,No,House,AllPub,No Access,RH,2,4,2,3,214830,93093,7161000,2007,1968,39
Anna Nagar,1979,80,2,1,5,Family,Yes,House,AllPub,No Access,RL,4,3,3,3,401521,220189,12952300,2011,1976,35
Karapakkam,1105,137,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,I,2,4,3,3,277039,98304,8936750,2011,1966,45
Velachery,1528,176,2,1,4,Family,No,Others,AllPub,Gravel,A,4,4,5,4,262180,56688,7085950,2007,1957,50
Anna Nagar,1712,51,1,1,4,Ab Normal,Yes,Others,NoSeWa,No Access,RH,3,2,2,2,312470,62494,12498810,2008,1983,25
Adyar,955,145,1,1,3,Ab Normal,No,Others,AllPub,Paved,RM,2,2,4,3,315226,19105,9552295,2010,1997,13
Chrompet,802,3,1,1,3,Normal Sale,No,Others,AllPub,Gravel,RL,3,3,2,3,264750,24068,8022740,2013,1985,28
Karapakkam,701,82,1,1,2,Partial,Yes,House,NoSeWa,No Access,A,4,4,2,3,140064,60568,3785500,2010,2002,8
Karapakkam,1418,175,2,2,4,Normal Sale,Yes,Others,NoSeWa,No Access,C,2,3,4,3,314676,72113,6555750,2011,1971,40
Adyar,1155,150,1,1,3,Family,No,Commercial,AllPub,No Access,RM,2,2,5,3,457917,134681,13468145,2007,1984,23
Chrompet,1061,147,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,2,3,3,3,274247,152360,10157300,2013,1975,38
KK Nagar,2258,52,4,2,6,Normal Sale,No,Commercial,NoSeWa,Paved,RL,2,4,4,3,693848,312232,17346200,2009,1989,20
Chrompet,947,145,1,1,3,Ab Normal,No,House,NoSeWa,Gravel,RM,2,4,3,3,226515,90606,9060600,2007,1995,12
KK Nagar,1868,26,3,2,5,Ab Normal,Yes,Others,AllPub,Gravel,RL,2,4,2,2,505829,192697,12043540,2009,1980,29
T Nagar,1713,150,1,1,4,AdjLand,No,Others,AllPub,No Access,RL,2,3,2,2,382009,203738,12733640,2010,1980,30
Chrompet,886,153,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RH,3,4,3,4,300276,93189,10354350,2012,2003,9
KK Nagar,2122,2,3,2,5,Ab Normal,No,Commercial,NoSeWa,Paved,RM,3,2,4,3,566135,308801,17155600,2008,1988,20
Karapakkam,980,148,1,1,3,Ab Normal,No,Others,NoSeWa,Paved,RH,3,4,4,3,272118,68030,6184500,2010,1974,36
Anna Nagar,1916,15,2,1,5,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4,2,2,3,936314,444749,23407860,2011,2003,8
KK Nagar,2079,112,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,RM,3,2,3,3,563006,228721,17593940,2011,1984,27
Karapakkam,1377,112,2,2,4,Normal Sale,No,House,AllPub,Paved,I,4,4,2,3,256211,115905,6100250,2011,1974,37
KK Nagar,2363,169,4,2,6,Family,No,Commercial,NoSeWa,Gravel,RL,3,4,4,4,756744,184572,18457180,2010,1991,19
Karapakkam,1568,142,2,2,4,Family,Yes,House,AllPub,Gravel,I,3,2,2,2,382911,62516,7814500,2012,1966,46
Adyar,1210,95,2,2,4,AdjLand,Yes,Others,NoSeWa,Paved,RH,2,4,3,3,426624,67362,11226950,2007,1997,10
Karapakkam,1179,153,1,1,3,AdjLand,No,House,AllPub,No Access,I,2,4,2,2,281964,99862,5874250,2010,1997,13
Adyar,822,30,1,1,3,Ab Normal,Yes,House,NoSeWa,Gravel,RM,2,4,3,3,368162,48442,9688485,2007,1968,39
Chrompet,1235,177,2,1,4,AdjLand,No,House,AllPub,No Access,RH,4,4,4,4,263974,127987,7999200,2014,1986,28
T Nagar,1735,116,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,2,3,4,3,783738,283017,21770500,2009,1979,30
Chrompet,745,182,1,1,2,Ab Normal,Yes,House,AllPub,Paved,RH,4,4,3,4,205700,38093,7618500,2011,1989,22
Chrompet,794,160,1,1,2,Family,No,House,AllPub,Gravel,RH,2,3,2,2,216394,47336,6762300,2015,1977,38
T Nagar,1979,61,2,1,5,Ab Normal,Yes,Commercial,NoSeWa,Paved,RL,3,4,4,4,681782,227261,22726060,2012,2004,8
T Nagar,1641,163,1,1,4,Normal Sale,Yes,Others,NoSeWa,Paved,RL,2,4,2,3,410920,79533,13255480,2013,1968,45
Velachery,1718,57,2,1,4,Family,No,Commercial,AllPub,No Access,A,2,3,2,2,357415,250190,11913820,2005,1999,6
Chrompet,706,53,1,1,2,Ab Normal,Yes,Others,NoSeWa,Paved,RH,2,2,2,2,207922,114716,7169720,2008,1970,38
Adyar,728,52,1,1,2,Normal Sale,No,Commercial,AllPub,Paved,I,2,2,2,2,345583,27283,9094300,2010,1990,20
Velachery,1948,19,3,2,5,Ab Normal,No,House,NoSeWa,Gravel,C,3,3,4,3,359541,62920,8988520,2009,1983,26
T Nagar,1863,188,2,1,5,Family,No,Others,NoSeWa,Gravel,RL,4,4,2,3,459107,250422,13912330,2012,1980,32
Anna Nagar,1849,144,2,1,5,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4,4,4,4,823071,379879,21104380,2007,1993,14
Velachery,1528,143,2,1,4,AdjLand,No,Others,AllPub,No Access,C,3,3,4,3,275894,63061,7882680,2011,1997,14
Anna Nagar,1979,171,2,1,5,Partial,Yes,Others,AllPub,Paved,RH,3,3,4,3,425054,190542,14657040,2011,1995,16
KK Nagar,1639,154,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RL,3,4,4,4,454977,99873,11097000,2010,1989,21
Karapakkam,796,20,1,1,2,Partial,Yes,Others,AllPub,Gravel,A,2,4,3,3,177156,110124,4788000,2010,1972,38
Chrompet,794,190,1,1,2,AdjLand,Yes,House,AllPub,No Access,RM,3,2,2,2,222252,42741,8548150,2013,1988,25
Adyar,748,116,1,1,2,Partial,Yes,Others,AllPub,Paved,C,2,3,4,3,229599,78925,7174975,2011,2006,5
Chrompet,1278,34,2,1,4,Ab Normal,No,Others,NoSeWa,Gravel,RL,2,4,4,3,285487,137457,10573610,2008,1995,13
Adyar,838,35,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RH,3,3,4,3,325495,100152,8346035,2011,2002,9
KK Nagar,2459,186,4,2,6,Ab Normal,Yes,House,NoSeWa,Paved,RH,2,3,3,3,363220,222618,11716760,2011,1983,28
Karapakkam,1358,2,2,2,4,Normal Sale,Yes,House,NoSeWa,Gravel,C,4,3,2,3,342240,171120,7130000,2010,1970,40
Karapakkam,731,60,1,1,2,Partial,No,Others,AllPub,Paved,RM,3,4,4,4,195764,146823,6117625,2009,1969,40
Adyar,973,15,1,1,3,Family,Yes,Commercial,NoSeWa,Gravel,A,3,4,2,3,329374,164687,10979125,2007,1972,35
Anna Nagar,1757,113,1,1,4,Family,No,Others,NoSeWa,Paved,RM,2,3,3,2,368163,190899,13635670,2011,1998,13
Anna Nagar,1995,121,2,1,5,Family,Yes,Others,NoSeWa,No Access,RH,5,2,2,3,543010,167080,13923340,2013,1991,22
Chrompet,870,83,1,1,3,AdjLand,No,House,AllPub,No Access,RL,4,3,3,3,202579,36175,7234950,2010,1989,21
Chrompet,1035,90,1,1,3,Partial,No,Others,NoSeWa,No Access,RM,2,3,3,3,223403,24823,8274200,2012,1981,31
KK Nagar,2205,74,3,2,5,Ab Normal,No,Commercial,AllPub,Paved,RH,2,3,4,3,494204,230628,16473460,2010,1987,23
Chrompet,709,112,1,1,2,AdjLand,No,Commercial,AllPub,Gravel,RM,4,2,3,3,280765,78614,11230600,2010,1994,16
Karapakkam,1206,57,1,1,3,Normal Sale,No,Others,AllPub,No Access,I,3,2,4,3,241595,97788,5752250,2009,1989,20
Adyar,685,39,1,1,2,Normal Sale,Yes,Others,AllPub,Gravel,A,4,2,3,3,237331,13961,6980335,2012,2003,9
Anna Nagar,1690,98,1,1,4,AdjLand,No,Commercial,NoSeWa,No Access,RM,2,2,3,2,520035,288908,19260550,2012,1992,20
Adyar,786,156,1,1,2,Family,No,House,NoSeWa,Paved,RH,3,2,4,3,246570,14090,7044865,2008,1997,11
Chrompet,1136,139,1,1,3,Family,No,House,NoSeWa,Paved,RL,3,4,3,3,285645,129839,8655900,2009,1991,18
Chrompet,1268,166,2,1,4,Family,No,Commercial,NoSeWa,No Access,RM,4,2,2,2,433470,139829,13982900,2010,1992,18
Karapakkam,1012,139,1,1,3,Ab Normal,Yes,Others,AllPub,Gravel,I,4,3,2,3,216589,160695,6986750,2011,1976,35
Chrompet,1198,41,1,1,3,Ab Normal,Yes,Commercial,AllPub,No Access,RL,3,2,2,2,402862,180593,13891800,2009,2005,4
Karapakkam,1152,78,1,1,3,Normal Sale,Yes,House,AllPub,No Access,RH,2,4,3,3,291663,152172,6340500,2010,1968,42
Chrompet,1034,58,1,1,3,Ab Normal,No,Commercial,NoSeWa,No Access,RM,2,4,4,3,397762,48214,12053400,2011,1987,24
T Nagar,1869,143,2,1,5,Ab Normal,Yes,Commercial,NoSeWa,No Access,RM,3,2,3,3,851325,191548,21283130,2009,1970,39
Chrompet,773,184,1,1,2,Ab Normal,Yes,House,NoSeWa,Paved,RM,3,2,2,2,264747,61774,8824900,2012,2006,6
KK Nagar,2273,121,4,2,6,Ab Normal,No,House,AllPub,Gravel,RL,4,3,2,3,442169,262911,11950520,2008,2002,6
Chrompet,956,163,1,1,3,AdjLand,No,Others,AllPub,Gravel,RM,2,3,4,3,326458,158283,9892670,2009,1980,29
Adyar,939,88,1,1,3,AdjLand,No,Others,AllPub,Gravel,I,2,4,4,3,275959,16233,8116455,2007,1970,37
KK Nagar,1938,116,3,2,5,Family,No,House,NoSeWa,Paved,RM,4,2,2,2,447084,162576,10161000,2011,1981,30
Anna Nagar,1764,143,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,2,4,3,3,650532,223620,20329120,2014,1988,26
T Nagar,1920,166,2,1,5,Ab Normal,No,Others,AllPub,Gravel,RL,2,4,2,2,550566,159374,14488580,2012,1993,19
Karapakkam,525,195,1,1,2,Family,No,House,NoSeWa,Paved,RL,4,2,3,3,164348,114546,4980250,2012,1971,41
Adyar,653,119,1,1,2,Family,Yes,House,NoSeWa,Gravel,A,3,3,3,3,224183,48472,6059010,2007,1993,14
Anna Nagar,1700,120,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,2,2,3,2,669375,133875,19125010,2011,1968,43
Velachery,1505,22,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,A,4,4,3,4,435225,157165,12089580,2006,1962,44
Karapakkam,1589,158,2,2,4,Family,Yes,Others,NoSeWa,No Access,C,3,4,3,3,239922,174489,7270375,2011,1987,24
Velachery,1829,118,3,2,5,Family,No,Commercial,AllPub,No Access,C,4,2,2,3,498211,140521,12774630,2010,1976,34
Chrompet,963,64,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RL,3,4,2,3,338332,100246,12530800,2006,2002,4
KK Nagar,1724,64,2,1,4,AdjLand,Yes,House,NoSeWa,Paved,RH,4,2,3,3,361668,205271,9774800,2010,1980,30
Adyar,731,191,1,1,2,AdjLand,Yes,House,NoSeWa,No Access,RL,3,2,4,3,263853,103942,7995545,2011,1988,23
Anna Nagar,1911,9,2,1,5,Family,No,House,NoSeWa,No Access,RH,2,3,4,3,444845,155696,11121130,2007,1973,34
Chrompet,1239,143,2,1,4,AdjLand,Yes,Others,NoSeWa,No Access,RL,2,3,3,2,341059,93016,10335130,2014,1984,30
Karapakkam,508,108,1,1,2,Family,Yes,House,NoSeWa,Gravel,A,2,5,2,3,122280,86779,3944500,2011,1969,42
Chrompet,893,174,1,1,3,Partial,No,House,NoSeWa,Paved,RM,2,4,4,4,208842,96389,8032400,2009,1981,28
Velachery,1973,171,3,2,5,Normal Sale,No,Commercial,NoSeWa,No Access,RM,2,5,4,4,575556,246667,16444460,2005,1997,8
Chrompet,1050,157,1,1,3,Ab Normal,No,House,NoSeWa,No Access,RL,2,2,4,3,208832,30938,7734500,2011,1993,18
Velachery,1779,48,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,I,3,2,4,3,486573,162191,13515920,2011,1965,46
Adyar,1078,106,1,1,3,Family,No,Commercial,NoSeWa,Gravel,I,2,3,4,3,450308,62543,12508550,2007,1997,10
KK Nagar,2470,197,4,2,6,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3,3,2,3,612354,316054,19753360,2011,1993,18
Adyar,1170,73,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,I,2,3,4,3,459585,69634,13926830,2008,1986,22
Adyar,706,61,1,1,2,Normal Sale,No,Others,AllPub,No Access,A,2,3,2,2,193150,19315,4828750,2009,1999,10
Anna Nagar,1897,112,2,1,5,Ab Normal,Yes,House,NoSeWa,No Access,RH,4,3,3,4,423031,84606,12086610,2011,1968,43
KK Nagar,1858,73,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RM,4,3,4,4,377651,171660,11443980,2010,1981,29
Adyar,1134,133,1,1,3,Partial,Yes,House,NoSeWa,Paved,RL,2,2,2,2,338990,106540,9685425,2008,1993,15
Karapakkam,1057,49,1,1,3,Partial,No,Others,NoSeWa,No Access,A,3,3,4,4,154776,71435,3968625,2011,1990,21
T Nagar,1630,186,1,1,4,Family,Yes,House,NoSeWa,Gravel,RH,4,4,4,4,375760,169698,12121290,2008,1976,32
KK Nagar,2202,91,3,2,5,Ab Normal,No,Commercial,NoSeWa,Paved,RH,3,4,2,3,743023,339206,16152680,2008,1984,24
Chrompet,1209,25,2,1,4,Ab Normal,Yes,Others,AllPub,No Access,RH,2,4,5,4,226521,99669,9060830,2009,1971,38
Chrompet,1068,194,1,1,3,Partial,No,Commercial,AllPub,Gravel,RM,3,2,3,3,389377,53707,13426800,2008,2004,4
Karapakkam,1366,168,2,2,4,Family,Yes,House,NoSeWa,No Access,RH,2,3,4,3,245192,61298,7662250,2011,2000,11
T Nagar,1727,30,1,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,RH,3,2,3,3,669722,315164,19697720,2007,1981,26
Anna Nagar,1673,102,1,1,4,Family,No,House,NoSeWa,Paved,RM,2,4,2,3,417767,174069,11604630,2012,1968,44
T Nagar,1954,154,2,1,5,AdjLand,Yes,House,NoSeWa,Paved,RM,3,2,2,2,446558,253050,14885280,2009,1985,24
Adyar,1022,195,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,A,3,2,4,3,440492,101652,11294655,2008,1991,17
Anna Nagar,1915,75,2,1,5,Family,Yes,House,AllPub,No Access,RM,4,3,5,4,500658,135313,13531290,2011,1984,27
Chrompet,803,41,1,1,3,Ab Normal,No,Others,NoSeWa,No Access,RH,2,3,3,3,184197,27288,6822110,2013,2005,8
Adyar,1241,98,2,2,4,AdjLand,No,House,AllPub,No Access,RM,2,2,4,3,342394,100704,10070405,2009,2002,7
Chrompet,993,89,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RM,4,4,3,4,264923,122272,10189350,2013,1996,17
Adyar,779,176,1,1,2,Partial,No,Commercial,AllPub,Paved,I,3,4,3,3,318691,79673,8852535,2010,1981,29
Velachery,1972,162,3,2,5,Normal Sale,Yes,House,NoSeWa,No Access,RL,4,2,3,3,318332,106111,10611070,2010,1984,26
KK Nagar,2366,81,4,2,6,Ab Normal,Yes,House,NoSeWa,Paved,RM,2,4,3,3,472245,319085,12763380,2008,1979,29
Adyar,1104,21,1,1,3,Family,No,House,NoSeWa,Gravel,RH,3,4,3,3,345035,136198,9079875,2010,2005,5
Velachery,1509,60,2,1,4,AdjLand,Yes,Others,AllPub,Paved,C,2,4,3,3,288877,83867,9318600,2005,1985,20
KK Nagar,2001,181,3,2,5,Family,Yes,Commercial,NoSeWa,Paved,RL,2,3,3,3,825243,303151,16841700,2009,2004,5
Velachery,1735,159,2,1,4,Family,Yes,House,AllPub,Paved,RH,2,4,2,3,374128,163081,9593020,2008,1967,41
Chrompet,730,142,1,1,2,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,3,4,4,4,310480,107062,10706200,2009,1969,40
Chrompet,1148,116,1,1,3,Normal Sale,No,House,NoSeWa,Paved,RL,4,3,2,3,278069,43448,8689650,2009,1986,23
T Nagar,1781,50,1,1,4,AdjLand,No,Others,NoSeWa,Paved,RL,4,4,4,4,420986,81481,13580180,2013,1973,40
Chrompet,951,1,1,1,3,Ab Normal,No,Commercial,NoSeWa,No Access,RH,3,2,2,2,267887,123640,10303350,2006,1993,13
Chrompet,1189,156,1,1,3,Ab Normal,No,Commercial,NoSeWa,Gravel,RM,2,2,3,2,439370,131811,14645650,2011,2004,7
Velachery,1899,34,3,2,5,Ab Normal,Yes,Others,NoSeWa,Gravel,RM,3,3,4,3,473123,161858,12450610,2010,1962,48
Chrompet,1212,65,2,1,4,Partial,Yes,Others,AllPub,Gravel,RL,5,4,4,4,274880,54976,10995190,2012,1979,33
Chrompet,1136,148,1,1,3,Family,No,Others,NoSeWa,No Access,RL,2,2,3,2,283080,120094,8578170,2014,1995,19
Adyar,1059,10,1,1,3,Partial,No,House,NoSeWa,Gravel,A,2,2,2,2,229854,80760,6212280,2007,1975,32
KK Nagar,2172,134,3,2,5,Family,Yes,Others,NoSeWa,Paved,RM,3,3,3,3,455951,104217,13027180,2011,1994,17
KK Nagar,2451,74,4,2,6,Ab Normal,Yes,Commercial,AllPub,Paved,RL,3,3,4,3,614042,237694,19807800,2008,1998,10
Velachery,1834,142,3,2,5,Partial,No,Commercial,NoSeWa,No Access,RH,4,4,4,4,508630,219948,13746750,2004,1974,30
Velachery,1609,12,2,1,4,Partial,No,House,AllPub,Paved,RL,3,3,2,3,288935,183868,8755610,2009,1991,18
Anna Nagar,1845,130,2,1,5,Ab Normal,No,Commercial,NoSeWa,Gravel,RM,2,2,2,2,691035,167524,20940440,2012,1970,42
KK Nagar,2084,24,3,2,5,Partial,Yes,Commercial,AllPub,Gravel,RM,2,5,2,3,760155,144792,18098940,2010,1983,27
Adyar,936,110,1,1,3,Partial,Yes,Others,AllPub,Gravel,C,4,4,2,3,305560,118829,8487780,2010,1998,12
KK Nagar,2403,196,4,2,6,Family,No,Commercial,AllPub,Paved,RL,5,3,4,4,683907,166356,18483960,2011,2003,8
Anna Nagar,1533,70,1,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RM,4,4,4,4,422267,87366,14560920,2007,1978,29
Chrompet,856,83,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,3,3,2,2,264761,85407,8540670,2014,1989,25
Chrompet,841,190,1,1,3,Family,No,Commercial,AllPub,No Access,RM,2,3,4,3,339061,76562,10937450,2013,2002,11
Chrompet,1083,138,1,1,3,Family,No,Others,AllPub,No Access,RL,4,3,3,3,250620,103705,8642060,2012,1999,13
Velachery,1721,31,2,1,4,Normal Sale,No,House,NoSeWa,No Access,RL,3,5,4,4,290355,158376,8798650,2011,1986,25
Chrompet,1276,98,2,1,4,Ab Normal,Yes,Others,NoSeWa,No Access,RH,4,4,4,4,250006,28847,9615620,2007,1973,34
Chrompet,974,37,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RL,4,4,4,4,342567,200815,11812650,2013,2006,7
Adyar,827,52,1,1,3,Ab Normal,No,Others,AllPub,Gravel,A,2,2,3,2,228547,6349,6348535,2008,1999,9
Chrompet,1159,106,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,RH,2,3,2,3,298702,72413,9051580,2012,1979,33
Chrompet,742,108,1,1,2,Ab Normal,No,House,NoSeWa,No Access,RL,3,3,4,3,168128,94151,6725100,2011,2005,6
Karapakkam,849,198,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,4,2,3,3,416559,179878,9467250,2010,1967,43
Chrompet,960,116,1,1,3,Ab Normal,No,Others,AllPub,Paved,RH,4,3,5,4,254990,95621,7968450,2010,1999,11
Velachery,1928,186,3,2,5,Ab Normal,Yes,Commercial,NoSeWa,No Access,C,3,3,4,4,484639,176232,14686020,2010,1994,16
Velachery,1648,85,2,1,4,Ab Normal,Yes,Others,NoSeWa,No Access,A,4,3,3,3,321926,156836,8254510,2005,1992,13
T Nagar,1538,133,1,1,4,Ab Normal,No,Commercial,NoSeWa,No Access,RM,2,2,2,2,614614,122923,17560410,2006,1988,18
Chrompet,715,39,1,1,2,Normal Sale,Yes,House,NoSeWa,No Access,RL,3,4,4,3,219008,109504,7300250,2008,1981,27
Karapakkam,1201,104,1,1,3,Partial,No,Others,AllPub,Gravel,RM,3,2,2,2,339946,149245,8291375,2010,1972,38
Adyar,668,128,1,1,2,Normal Sale,No,House,AllPub,Gravel,A,2,4,4,3,197999,15231,5076885,2007,1988,19
Velachery,1545,68,2,1,4,Ab Normal,No,Others,NoSeWa,Gravel,C,2,3,4,3,275973,155235,8624170,2010,2004,6
Adyar,1206,93,2,2,4,Ab Normal,No,Others,AllPub,Paved,C,3,3,4,3,327575,92393,8399365,2011,2000,11
Velachery,1694,32,2,1,4,Partial,No,Commercial,AllPub,Gravel,RM,3,4,2,3,520386,252759,14868160,2010,1957,53
Anna Nagar,1656,87,1,1,4,Normal Sale,No,House,NoSeWa,Gravel,RM,2,4,3,3,374593,77502,12917000,2013,1998,15
Chrompet,964,52,1,1,3,Family,Yes,Others,NoSeWa,Paved,RL,4,3,4,4,271568,135784,9052280,2013,1973,40
Adyar,951,118,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,5,3,3,3,355863,18730,9364825,2009,1994,15
Karapakkam,835,79,1,1,2,Normal Sale,Yes,Others,NoSeWa,Paved,RH,3,2,3,3,206532,116174,6454125,2011,1973,38
Anna Nagar,1548,123,1,1,4,Family,Yes,Others,NoSeWa,Paved,RH,3,5,4,4,351171,205859,12109340,2011,1976,35
Chrompet,827,176,1,1,3,AdjLand,Yes,House,AllPub,Paved,RL,3,2,5,3,278450,147926,8701550,2009,1992,17
KK Nagar,1834,70,3,2,5,AdjLand,Yes,House,NoSeWa,Paved,RL,2,3,3,3,479280,217854,10892720,2009,1983,26
Velachery,1840,8,3,2,5,Normal Sale,No,Others,NoSeWa,No Access,C,4,3,2,3,334092,154196,8566460,2007,1999,8
Velachery,1973,63,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,3,3,4,3,636288,127258,18179660,2007,1974,33
Anna Nagar,1829,57,2,1,5,Family,No,House,NoSeWa,No Access,RL,4,3,3,3,371773,180253,11265840,2010,1968,42
T Nagar,1851,69,2,1,5,Partial,Yes,Commercial,AllPub,Gravel,RL,2,3,4,3,779777,303246,21660460,2009,2001,8
Karapakkam,1519,24,2,2,4,Partial,Yes,Commercial,NoSeWa,No Access,RL,4,5,3,4,544320,145152,12096000,2011,1987,24
Velachery,1822,140,3,2,5,Partial,No,Commercial,AllPub,No Access,RH,2,4,2,3,472639,111209,13901150,2007,1982,25
Karapakkam,721,47,1,1,2,Normal Sale,Yes,Others,NoSeWa,Paved,I,3,2,3,3,279808,142759,5710375,2010,1980,30
Chrompet,1022,37,1,1,3,Ab Normal,No,House,NoSeWa,Gravel,RL,3,2,2,2,214048,90559,8232600,2011,1975,36
Karapakkam,588,58,1,1,2,Normal Sale,Yes,House,AllPub,Gravel,I,4,2,4,4,204262,74277,6189750,2011,1994,17
Anna Nagar,1716,13,1,1,4,Partial,No,Others,NoSeWa,No Access,RL,3,2,2,2,438769,60940,12188020,2009,1997,12
Chrompet,955,39,1,1,3,Ab Normal,Yes,House,NoSeWa,Paved,RH,2,2,2,2,265955,112830,8059250,2014,1991,23
Karapakkam,817,28,1,1,2,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,4,3,4,4,378405,75681,8409000,2011,1999,12
Adyar,1036,115,1,1,3,Ab Normal,Yes,Others,NoSeWa,Paved,RL,2,2,4,3,306996,71633,10233215,2007,1986,21
Velachery,1682,62,2,1,4,Ab Normal,Yes,House,NoSeWa,Gravel,I,4,4,3,4,278508,157821,9283610,2008,1960,48
Adyar,628,121,1,1,2,Ab Normal,Yes,Others,AllPub,No Access,RL,2,2,3,3,281331,45621,7603540,2007,1991,16
Chrompet,941,55,1,1,3,Ab Normal,Yes,Commercial,NoSeWa,No Access,RM,3,3,2,3,307584,36910,12303350,2008,1979,29
Karapakkam,647,10,1,1,2,AdjLand,Yes,House,AllPub,Gravel,A,3,2,3,3,198850,104396,4971250,2011,1974,37
Chrompet,838,136,1,1,3,Family,Yes,House,AllPub,Paved,RM,3,4,2,3,278056,121650,8689250,2007,1976,31
Karapakkam,849,40,1,1,2,AdjLand,Yes,House,AllPub,Gravel,I,3,2,2,2,213106,58120,6457750,2009,1978,31
Adyar,1048,165,1,1,3,Family,Yes,House,AllPub,No Access,RM,3,4,3,3,295471,123907,9531325,2008,1993,15
KK Nagar,2383,181,4,2,6,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,2,2,2,2,942859,294644,19642900,2011,2006,5
Chrompet,820,116,1,1,3,Family,No,House,NoSeWa,Gravel,RH,3,5,4,4,193748,29807,7451850,2013,2006,7
Karapakkam,752,132,1,1,2,Family,Yes,House,NoSeWa,Gravel,I,4,3,4,4,200690,131882,5734000,2011,1963,48
T Nagar,1923,39,2,1,5,AdjLand,No,House,AllPub,No Access,RL,2,3,3,3,407124,210128,13133030,2012,2003,9
Velachery,2000,130,3,2,5,AdjLand,No,Commercial,NoSeWa,Paved,I,4,4,2,3,513698,211523,15108770,2006,1960,46
Karapakkam,1412,107,2,2,4,Ab Normal,No,Commercial,NoSeWa,No Access,I,2,4,4,3,338511,203107,9671750,2012,2003,9
Chrompet,979,21,1,1,3,AdjLand,Yes,Others,AllPub,Gravel,RL,2,2,2,2,254336,61041,10173430,2014,1979,35
Chrompet,1000,80,1,1,3,AdjLand,No,Others,AllPub,Gravel,RL,4,4,4,4,315838,29610,9869950,2013,2000,13
Adyar,961,141,1,1,3,AdjLand,No,House,AllPub,Paved,RL,2,4,4,3,324737,8327,8326585,2008,1969,39
Karapakkam,1297,175,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,I,3,2,2,2,435435,118755,9896250,2011,1968,43
Karapakkam,714,71,1,1,2,Family,Yes,Others,AllPub,No Access,RH,2,4,2,3,286825,80311,5736500,2010,1993,17
Velachery,1505,96,2,1,4,Partial,Yes,Commercial,AllPub,No Access,I,3,4,3,3,445275,98950,12368750,2007,1997,10
Velachery,1955,101,3,2,5,Family,No,Others,NoSeWa,No Access,I,4,4,5,4,274724,132931,8862060,2004,1961,43
Velachery,1578,193,2,1,4,AdjLand,Yes,Commercial,AllPub,Paved,RH,4,3,3,3,561985,182645,14049630,2004,1965,39
Chrompet,812,145,1,1,3,AdjLand,No,House,NoSeWa,Paved,RM,2,4,2,3,232208,94603,8600300,2011,2005,6
Anna Nagar,1898,58,2,1,5,Ab Normal,Yes,Others,AllPub,Gravel,RM,3,4,4,3,649726,81216,16243160,2008,2002,6
Velachery,1868,103,3,2,5,Normal Sale,No,Others,NoSeWa,No Access,C,3,4,2,3,243305,137873,8110160,2011,1973,38
Chrompet,701,102,1,1,2,Family,No,Commercial,AllPub,No Access,RL,4,3,2,3,209736,41947,8389450,2008,1969,39
Chrompet,1068,141,1,1,3,Normal Sale,No,House,AllPub,Gravel,RL,3,4,4,3,254391,145366,9085400,2006,2003,3
Velachery,1521,168,2,1,4,AdjLand,No,House,NoSeWa,No Access,RM,2,3,3,3,325438,68513,8564170,2006,1960,46
